Código,Dia,Responsável,Localização área,Número,Sem placa,Nome,Gênero,placa antiga,espécie,n arvore,Altura Geral,Altura da 1a ramificação,Observacao,Largura calçada,Ramificacao U,Ramificacao V,Diâmetro copa,PAP5,PAP4,PAP3,PAP2,PAP,PCOLO,Inclinação (sentido),Canteiro Tipo,Canteiro Largura,Canterio comprimento,Canteiro Diâmetro,Canterio Vege Interferente,Canteiro Protetor tutor,Ângulo de inclinação,Est geral ótimo,Est geral bom,Est geral regular,Est geral péssimo,Est geral morta,Equil geral Desequilibrada,Onde desequilibra,Qual sentido desequilibra,Risco de queda,Corpo de frutificação,Intensidade,Vandalismo,Ecologia Insetos,Ecologia Ninhos,Ecologia Liquens,Ecologia Epífitas,Ecologia Parasitas,Fenologia Folha,Fenologia Flor,Fenologia Fruto,Local geral,Local relativo,Tipo de pavimento,Proximidade de equipamentos,Aflor de raízes Calçada,Aflor de raízes Canteiro,Aflor de raízes Construção,Aflor de raízes Leito carroçável,Aflor de raízes Passagem,int_leve,int_pesado,Particip na paisagem é Isolada,Particip na paisagem é Homogênea,Tipo de fiação Derivação,Tipo de fiação Primária,Tipo de fiação Secundária,Tipo de fiação Telefônia,Tipo de fiação Outra,Tipo de fiação todas,Colo pavimentado,Manilha no canteiro,Planta no canteiro,Contato Fiação,Contato Posteamento,Contato Iluminação,Contato Sinalização,Contato Muro Construção,Contato Outro,Dano,Exec Reparos de danos,Exec Controle,Exec Substituição,Exec Ampliação de canteiro,Exec Poda,Qualidade da Ação,Recomend Poda corretiva,Recomend Poda condução,Recomend Poda levantamento,Recomend Poda limpeza,Recomend Reparos de danos,Recomend Ampliação de canteiro,Outra recomendação1,Outra recomendação2,Outra recomendação3,Baixa das recomendações,Fotografia Geral1,Fotografia Geral2,Fotografia Detalhe1,Fotografia Detalhe2,Ficha do recadastro,Radicular Interferências1,Radicular Interferências2,Radicular Interferências3,Radicular Diagnóstico1,Radicular Diagnóstico2,Radicular Diagnóstico3,Radicular cupim tipo,Radicular visualização cupim,Radicular cupim Ataque,Radicular cupim Atividade,Rad Cupim Coleta,Radicular sanidade outros,Rad fungo tipo,Rad fungo int ataque,Colo Diagnóstico1,Colo Diagnóstico2,Colo Diagnóstico3,Colo Cupim tipo,Colo Cupim visualização,Colo Cupim Ataque,Colo Cupim Atividade,Colo Cupim Coleta,Colo sanidade outros,Colo fungo tipo,Colo fungo int ataque,Tronco Interferências1,Tronco Interferências2,Tronco Interferências3,Tronco Diagnóstico1,Tronco Diagnóstico2,Tronco Diagnóstico3,Tronco Cupim tipo,Tronco visualização Cupim,Tronco Cupim Ataque,Tronco Cupim Atividade,Tronco Cupim Coleta,Tronco fungo tipo,Tronco fungo int ataque,Tronco sanidade outros,Copa Interferências1,Copa Interferências2,Copa Interferências3,Copa Diagnóstico1,Copa Diagnóstico2,Copa Diagnóstico3,1a Ram Cupim tipo,1a Ram visualização Cupim,1a Ram Cupim Ataque,1a Ram Cupim Atividade,1a Ram Cupim Coleta,1a Ram fungo tipo,1a Ram fungo int ataque,1a Ram sanidade outros,UTMX,UTMY,Latitude,Longitude,caracteristicas_gerais
2973,3/10/2014,Demóstenes Ferreira da Silva Filho,Estrada ao lado Gramadão,,,Jenipapo,Genipa americana,,,4776,7,2,,,TRUE,FALSE,8,0,0,0,0,"1,600000024","1,649999976",,,,,,FALSE,,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Médio,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Área aberta,NDA,SEM PAVIMENTO,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Ausente,Ausente,Ausente,Ausente,Ausente,Ausente,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,23,26,,FALSE,0567,,0568,,FALSE,1,1,1,1,1,1,,,,,FALSE,,,,1,1,1,,,,,FALSE,,,,1,1,,1,1,1,Formiga carpinteira,,Intenso,,FALSE,,,,1,1,1,15,1,1,,,,,FALSE,,,,229591,7486020,-22.71147325,-47.6323945,"Árvore de porte elegante, ate 10 m de altura. Copa ramificada e bastante frondosa, com galhos pendentes e fracos. Folhas simples, opostas cruzadas, pecíolos curtos, obovadas até oblongas, ápice afilado ou arredondado, base estreita, sub-coriácea, glabras. Flores grandes, hermafroditas, na forma de tubos longo, brancas logo que se abre passando a amareladas, levemente aromáticas, reunidas em grupos terminais axilares, às vezes poucas ou apenas uma flor. Fruto baga, globosa, amarelada quando madura, aromática, com polpa delicada, de coloração vinosa-escura e sabor adocicado."
3472,3/31/2014,Demóstenes Ferreira da Silva Filho,Gramadão Central,,,Ora-Pro-Nobis,Pereskia grandifolia,,,141,6,"0,400000006",,,FALSE,TRUE,"6,5","0,2800000012","0,3199999928",0,0,"0,400000006","0,7200000286",,,,,,FALSE,,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Baixo,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Área aberta,NDA,SEM PAVIMENTO,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Ausente,Ausente,Ausente,Ausente,Ausente,Ausente,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,8895,,8896,,FALSE,1,1,1,1,1,1,,,,,FALSE,,,,1,1,1,,,,,FALSE,,,,1,1,,1,1,1,,,,,FALSE,,,,1,1,1,1,1,1,,,,,FALSE,,,,229569,7486046,-22.7112351,-47.632604,"Espécie arbustiva ou arbórea, de 3 a 6 m de altura. Muito ramificada, com ramos cilíndricos, espinhosos, de até 4 cm de diâmetro. Folhas simples, de diâmetro. Folhas simples, oblongas ou estreitamente obovadas, com ápice obtuso, base atenuada, curtamente pecioladas, bordos ondulados, peninérveas, com nervuras proeminentes, de até 10 cm de comprimento, verde-escuras. Flores róseas, dispostas em pequenas cimeiras, com aproximadamente 9 flores. Fruto baga, glabras, obovóide com ápice invaginado e base aguda, verde e amarelo. Sementes numerosas, de coloração marrom escuras a pretas e brilhantes"
1509,3/10/2014,Flávio Henrique Mendes,Estrada ao lado Gramadão,,,Nogueira-de-iguape,Aleurites moluccana,,,4773,12,"1,899999976",,,TRUE,FALSE,16,0,0,0,0,"1,879999995","2,190000057",,,,,,FALSE,,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Baixo,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Área aberta,NDA,SEM PAVIMENTO,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Ausente,Ausente,Ausente,Ausente,Ausente,Ausente,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,FALSE,0573,,0574,,FALSE,1,1,1,1,1,1,,,,,FALSE,1,,,1,1,1,,,,,FALSE,1,,,1,1,,1,1,1,,,,,FALSE,,,1,1,1,1,14,15,1,,,,,FALSE,,,,229605,7486023,-22.71144842,-47.6322578,"Árvore de até 15 m de altura. Tronco com casca de coloração acinzentada, lisa e com poucas fissuras verticais e finas. Folhas simples, alternas espiraladas, de deltóide até lobadas, com bordo ondulado, pubescentes na face superior, glabras quando novas, pecíolos de 8 a 15 cm de comprimento, com duas glândulas na inserção com a lâmina foliar. Flores pequenas, brancas, pubescentes, reunidas em cimeiras terminais. Fruto drupa, com cerca de 5 cm de comprimento, levemente sulcado, glabro e com 1 a 2 sementes."
5598,4/4/2014,Flávio Henrique Mendes,Gramadão Central,,,Pau d'alho,Gallesia integrifolia,,,508,6,0,,,TRUE,FALSE,6,0,0,0,0,"1,039999962","1,100000024",,,,,,FALSE,,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Baixo,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Área aberta,NDA,SEM PAVIMENTO,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Ausente,Ausente,Ausente,Ausente,Ausente,Ausente,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,,,,,FALSE,1,1,1,1,1,1,,,,,FALSE,1,,,1,1,1,,,,,FALSE,1,,,1,1,,1,1,1,,,,,FALSE,,,1,1,1,1,1,1,1,,,,,FALSE,,,1,"229417,8841","7486130,038",-22.71045251,-47.63405938,"Árvore de 10 a 25 m de altura. Tronco ereto, com sapopemas na base, com casca escura, ligeiramente rugosa, glândulas produtoras de essência com aroma semelhante ao do alho. Folhas simples, alternas, medianamente pecioladas, ovais, bordos lisos, glabras, coriáceas, nervura salientes no lado inferior, peninérveas. Flores pequenas, reunidas em panículas terminais, de coloração alvo-creme. Fruto sâmara de aproximadamente 3 cm de comprimento. Todas as partes da planta exalam cheiro de alho, que é mais perceptível em dias de chuva."
4733,3/31/2014,Flávio Henrique Mendes,Gramadão Central,,,Açacu,Hura brasiliensis,,,152,8,"1,100000024",,,FALSE,FALSE,10,"0,8799999952","1,049999952",0,"0,9900000095","0,6800000072",2,,,,,,FALSE,,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Médio,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Área aberta,Junto a guia,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Ausente,Ausente,Ausente,Ausente,Ausente,Ausente,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,26,,,FALSE,8913,,8914,,FALSE,1,1,1,4,1,1,,,,,FALSE,,,,1,1,1,,,,,FALSE,1,,,1,1,,1,1,1,,,,,FALSE,,,1,16,17,1,14,15,1,,,,,FALSE,,,,229558,7486033,-22.71135065,-47.63271324,"Árvore de até 40 m de altura. Tronco com casca lisa e de coloração pardacenta. Apresenta folhas compostas, longo pecioladas, membranáceas, com pelos na nervura principal e com margens serreadas. Flor feminina solitária, com longo pedúnculo e flor masculina em espigas. Fruto do tipo cápsula, semelhante a uma abóbora ou moranga, com cerca de 8 cm de diâmetro, que lança sementes a longa distância. O latéx que a planta produz quando é retirado suas folhas, flores ou frutos, é muito irritantes para mucosas, provocando nos olhos forte oftalmia e, na boca, um forte ardor."
4577,3/7/2014,Flávio Henrique Mendes,Estrada ao lado Gramadão,,,Ipê roxo,Tabebuia heptaphylla,,,4777,13,"5,5",,,TRUE,FALSE,17,0,0,0,0,"2,900000095","3,299999952",,,,,,FALSE,,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Baixo,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Área aberta,NDA,SEM PAVIMENTO,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Ausente,Ausente,Ausente,Ausente,Ausente,Ausente,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,5303,,5304,,FALSE,1,1,1,1,1,1,,,,,FALSE,1,,,1,1,1,,,,,FALSE,1,,,1,1,,1,1,1,,,,,FALSE,,,1,1,1,1,1,1,1,,,,,FALSE,,,1,229592,7486031,-22.71137414,-47.63238287,"Árvore de até 30 m de altura. Tronco com casca relativamente lisa, acinzentada e com sulcos longitudinais. Folhas compostas, palmadas, de 5 a 7 folíolos, ovais ou elípticos, membranáceos, ápice aculminado, com bordos irregularmente serreados. A inflorescência é uma panícula terminal, com flores numerosas, adensadas, pubescentes e de coloração rósea. Fruto do tipo cápsula, cilíndrica, alongada, de 15 a 50 cm de comprimento, glabro e com sementes finas de asas membranáceas."
5728,4/14/2014,Demóstenes Ferreira da Silva Filho,Gramadão Central,,,Pata-de-vaca,Bauhinia variegata,,,696,5,"0,1000000015",,,TRUE,FALSE,3,0,"0,6499999762",0,0,"0,5199999809","1,200000048",11,,,,,FALSE,,4,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Caule e Copa,,Médio,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Área aberta,NDA,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Ausente,Ausente,Ausente,Ausente,Ausente,Ausente,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,FALSE,9709,,9710,,FALSE,1,1,1,1,1,1,,,,,FALSE,,,,1,1,1,,,,,FALSE,,,,1,1,,1,1,1,,,,,FALSE,,,,1,1,1,15,1,1,,,,,FALSE,,,,"229577,638","7486200,599",-22.70984135,-47.63249328,"Arbusto ou árvore pequena, de até 9 m de altura. Tronco tortuoso, de 30 a 40 cm de diâmetro, e ramos jovens com espinhos. Folhas compostas, com 2 folíolos germinados que, no conjunto, tomam a forma que lembra o casco de boi, glabras ou levemente pubescentes na face dorsal, nervuras proeminentes na região superior, coriáceas, bordos lisos, de 8 a 12 cm de comprimento. Inflorescência em cacho terminal, com flores grandes, longas, estreitas estriadas, rugosas e brancas. Fruto vagem alongada, pontiaguda, que se abre, liberando assim as sementes."
3596,4/14/2014,Demóstenes Ferreira da Silva Filho,Gramadão Central,,,Angico branco,Anadenanthera colubrina,,,555,18,"2,5",,,TRUE,FALSE,11,0,0,0,0,"1,600000024","1,799999952",,,,,,FALSE,,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Médio,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Área aberta,Junto a guia,SEM PAVIMENTO,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Ausente,Ausente,Ausente,Ausente,Ausente,Ausente,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,,,FALSE,9781,,9782,,FALSE,1,1,1,4,1,1,,,,,FALSE,,,,1,1,1,,,,,FALSE,,,,1,1,,1,1,1,,,,,FALSE,,,,1,1,1,1,1,1,,,,,FALSE,,,,"229426,396","7486135,582",-22.71040384,-47.63397562,"Árvore de até 25 m de altura. Tronco desprovido de espinhos, com casca de coloração pardo-escura e lisa. Folhas recompostas, bipinadas, foliólulos opostos, oblongo-lineares, com nervura principal proeminente, margem levemente cilíndrica. Flores brancas e pequenas, reunidas em panículas no ápice dos ramos.Fruto legume, muito alongado, achatado, com uma ligeira constrição entre as lojas das sementes."
3971,2/6/2014,Flávio Henrique Mendes,Genética,,,Embaúba2,Cecropia pachystachya,,,2116,"8,5","0,200000003",,,FALSE,TRUE,"5,5",0,0,0,"0,5799999833","0,6200000048","1,24000001",,,,,,FALSE,,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Baixo,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Área aberta,NDA,SEM PAVIMENTO,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Ausente,Ausente,Ausente,Ausente,Ausente,Ausente,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,FALSE,0350,,0351,,FALSE,1,1,1,28,3,1,,,,,FALSE,,,,1,1,1,,,,,FALSE,1,,,1,1,,1,1,1,,,,,FALSE,,,1,1,1,1,14,1,1,,,,,FALSE,,,,229452,7486237,-22.70949273,-47.63370906,"Árvore de 5 a 10 m de altura. Tronco de 15 a 20 cm de diâmetro, ramificado apenas na região superior. Folhas simples, palmatífidas, com incisões que às vezes atigem o pecíolo, formando de 9 a 13 segmetos; face superior áspera e a inferior com densa camada de pêlos esbranquiçados; pecíolo piloso de 10 a 55 cm de comprimento, Espécie dióica com inflorescências masculinas ramificadas, com segmentos organizados aos pares, mais o menos pêndulas; as femininas, também aos pares pêndulas na frutificação, com bráctea pilosa. Eixo da infrutescência carnoso, apresentando numerosos frutos oblongos embutidos, com cerca de 2mm de comprimento."
91,12/11/2013,Flávio Henrique Mendes,LSO/LPV/LCF,,,Espinheira-santa,Maytenus ilicifolia,,,953,8,"0,5",,,FALSE,TRUE,4,0,0,0,"0,5099999905","0,3799999952","0,7799999714",,,,,,FALSE,,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Baixo,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Área aberta,NDA,SEM PAVIMENTO,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Ausente,Ausente,Ausente,Ausente,Atual,Ausente,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,,,FALSE,7837,,7838,,FALSE,1,1,1,1,1,1,,,,,FALSE,1,,,1,1,1,,,,,FALSE,1,,,1,1,,1,1,1,,,,,FALSE,,,1,1,1,1,1,1,1,,,,,FALSE,,,1,229795,7486429,-22.70781501,-47.63033964,"Arbusto ou árvore de até 12m de altura. Ramos novos glabros, cilíndrico-achatados. Folhas simples, elípticas ou oblongo-elípticas, pecíolo de até 1cm de comprimento, estípulas inconspícuas, ápice agudo a obtuso, base aguda a obtusa, bordo com muitos espinhos, serrado, nervura central proeminente em ambas as faces, de até 20 cm de comprimento. Inflorescência em fascículos multifloros, com flores esbranquiçadas, pequenas. Fruto cápsula bivalvar, orbicular, pericarpo maduro de coloração castanho-amarelada."
2336,12/11/2013,Demóstenes Ferreira da Silva Filho,LSO/LPV/LCF,,,Guaçatonga,Caearia sylvestris,,,954,"4,5",1,,,TRUE,FALSE,6,0,0,"0,3700000048","0,3300000131","0,3700000048","0,6800000072",,,,,,FALSE,,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Baixo,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Área aberta,NDA,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Ausente,Ausente,Ausente,Ausente,Atual,Ausente,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Regular,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,,,FALSE,7835,,7836,,FALSE,1,1,1,1,1,1,,,,,FALSE,,,,1,1,1,,,,,FALSE,,,,3,5,,7,1,1,,,,,FALSE,,,,3,5,1,1,1,1,,,,,FALSE,,,,229797,7486430,-22.70780631,-47.63032001,"Árvore com 10 a 20 m de altura. Tronco tortuoso, com casca de coloração acinzentada a acastanhada, rugosa e com pequenas fendas superficiais. Folhas alternas, simples, lanceoladas até ovaladas ou elípticas, ápice agudo, base estreita ou arredondada, de até 14 cm de comprimento. Flores numerosas, branco-esverdeadas ou amareladas. Fruto cápsula, ovóide-globulosa, pequena, vermelha quando madura, possui de 2 a 6 sementes envoltas em arilo lanoso, amarelo e comestível."
