Código,Dia,Responsável,Localização área,Número,Sem placa,Nome,Gênero,placa antiga,espécie,n arvore,Altura Geral,Altura da 1a ramificação,Observacao,Largura calçada,Ramificacao U,Ramificacao V,Diâmetro copa,PAP5,PAP4,PAP3,PAP2,PAP,PCOLO,Inclinação (sentido),Canteiro Tipo,Canteiro Largura,Canterio comprimento,Canteiro Diâmetro,Canterio Vege Interferente,Canteiro Protetor tutor,Ângulo de inclinação,Est geral ótimo,Est geral bom,Est geral regular,Est geral péssimo,Est geral morta,Equil geral Desequilibrada,Onde desequilibra?,Qual sentido desequilibra?,Risco de queda,Corpo de frutificação,Intensidade,Vandalismo,Ecologia Insetos,Ecologia Ninhos,Ecologia Liquens,Ecologia Epífitas,Ecologia Parasitas,Fenologia Folha,Fenologia Flor,Fenologia Fruto,Local geral,Local relativo,Tipo de pavimento,Proximidade de equipamentos,Aflor de raízes Calçada,Aflor de raízes Canteiro,Aflor de raízes Construção,Aflor de raízes Leito carroçável,Aflor de raízes Passagem,int_leve,int_pesado,Particip na paisagem é Isolada,Particip na paisagem é Homogênea,Tipo de fiação Derivação,Tipo de fiação Primária,Tipo de fiação Secundária,Tipo de fiação Telefônia,Tipo de fiação Outra,Tipo de fiação todas,Colo pavimentado?,Manilha no canteiro?,Planta no canteiro?,Contato Fiação,Contato Posteamento,Contato Iluminação,Contato Sinalização,Contato Muro Construção,Contato Outro,Dano,Exec Reparos de danos,Exec Controle,Exec Substituição,Exec Ampliação de canteiro,Exec Poda,Qualidade da Ação,Recomend Poda corretiva,Recomend Poda condução,Recomend Poda levantamento,Recomend Poda limpeza,Recomend Reparos de danos,Recomend Ampliação de canteiro,Outra recomendação1,Outra recomendação2,Outra recomendação3,Baixa das recomendações,Fotografia Geral1,Fotografia Geral2,Fotografia Detalhe1,Fotografia Detalhe2,Ficha do recadastro,Radicular Interferências1,Radicular Interferências2,Radicular Interferências3,Radicular Diagnóstico1,Radicular Diagnóstico2,Radicular Diagnóstico3,Radicular cupim tipo,Radicular visualização cupim,Radicular cupim Ataque,Radicular cupim Atividade,Rad Cupim Coleta,Radicular sanidade outros,Rad fungo tipo,Rad fungo int ataque,Colo Diagnóstico1,Colo Diagnóstico2,Colo Diagnóstico3,Colo Cupim tipo,Colo Cupim visualização,Colo Cupim Ataque,Colo Cupim Atividade,Colo Cupim Coleta,Colo sanidade outros,Colo fungo tipo,Colo fungo int ataque,Tronco Interferências1,Tronco Interferências2,Tronco Interferências3,Tronco Diagnóstico1,Tronco Diagnóstico2,Tronco Diagnóstico3,Tronco Cupim tipo,Tronco visualização Cupim,Tronco Cupim Ataque,Tronco Cupim Atividade,Tronco Cupim Coleta,Tronco fungo tipo,Tronco fungo int ataque,Tronco sanidade outros,Copa Interferências1,Copa Interferências2,Copa Interferências3,Copa Diagnóstico1,Copa Diagnóstico2,Copa Diagnóstico3,1a Ram Cupim tipo,1a Ram visualização Cupim,1a Ram Cupim Ataque,1a Ram Cupim Atividade,1a Ram Cupim Coleta,1a Ram fungo tipo,1a Ram fungo int ataque,1a Ram sanidade outros,UTMX,UTMY,Latitude,Longitude
1344,2/25/2014,Flávio Henrique Mendes,Gráfica/Xerox/Cantina,,,Nespereira,Eriobotrya japonica,29433,,1303,"6,5","0,5",,,FALSE,TRUE,"5,5",0,"0,3000000119","0,3600000143","0,4199999869","0,4699999988","0,8600000143",,,,,,FALSE,,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Baixo,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Área aberta,NDA,SEM PAVIMENTO,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Ausente,Ausente,Ausente,Ausente,Ausente,Ausente,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Boa,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,FALSE,3091,,3092,,FALSE,1,1,1,1,1,1,,,,,FALSE,1,,,1,1,1,,,,,FALSE,1,,,1,1,,1,1,1,,,,,FALSE,,,1,1,1,1,14,1,1,,,,,FALSE,,,,229729,7486330,"-22,70869785","-47,63099868"
1346,2/25/2014,Flávio Henrique Mendes,Gráfica/Xerox/Cantina,,,Chapéu-de-sol,Terminalia cattapa,4291,,1307,10,"2,700000048",,,TRUE,FALSE,16,0,0,0,0,"2,339999914",3,,,,,,FALSE,,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Baixo,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Área aberta,NDA,SEM PAVIMENTO,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Potencial,Ausente,Ausente,Ausente,Ausente,Ausente,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16,,,FALSE,3101,,3102,,FALSE,1,1,1,28,3,1,,,,,FALSE,,,,1,1,1,,,,,FALSE,1,,,1,1,,1,1,1,,,,,FALSE,,,1,1,1,1,4,1,1,,,,,FALSE,,,,229736,7486316,"-22,70882531","-47,63093301"
1347,2/25/2014,Flávio Henrique Mendes,Gráfica/Xerox/Cantina,,,Palmeira Imperial,Roystonea oleracea,29431,,1308,"17,5",0,,,FALSE,FALSE,4,0,0,0,0,"2,079999924","2,799999952",,,,,,FALSE,,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Baixo,FALSE,Leve,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Área aberta,NDA,SEM PAVIMENTO,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Ausente,Ausente,Ausente,Ausente,Ausente,Ausente,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,3103,,3104,,FALSE,1,1,1,1,1,1,,,,,FALSE,1,,,1,1,1,,,,,FALSE,1,,,1,1,,1,1,1,,,,,FALSE,,,1,1,1,1,1,1,1,,,,,FALSE,,,1,229729,7486303,"-22,7089415","-47,63100334"
1348,2/25/2014,Flávio Henrique Mendes,Gráfica/Xerox/Cantina,,,Falsa-latania,Livistona australis,29423,,1311,13,0,,,FALSE,FALSE,"2,5",0,0,0,0,"1,139999986","1,460000038",,,,,,FALSE,,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Baixo,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Área aberta,NDA,SEM PAVIMENTO,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Ausente,Ausente,Ausente,Ausente,Ausente,Ausente,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,3105,,3106,,FALSE,1,1,1,1,1,1,,,,,FALSE,1,,,1,1,1,,,,,FALSE,1,,,1,1,,1,1,1,,,,,FALSE,,,1,1,1,1,1,1,1,,,,,FALSE,,,1,229730,7486290,"-22,70905897","-47,63099586"
1350,2/25/2014,Flávio Henrique Mendes,Gráfica/Xerox/Cantina,,,Alfeneiro,Ligustrum lucidum,4290,,1301,"8,5","1,700000048",acumulo de lixo no colo,,FALSE,TRUE,7,0,0,0,0,"1,460000038","1,74000001",,,,,,FALSE,,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Médio,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Área aberta,NDA,SEM PAVIMENTO,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Ausente,Ausente,Ausente,Ausente,Ausente,Ausente,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,16,26,,FALSE,3132,,3133,,FALSE,1,1,1,1,1,1,,,,,FALSE,1,,,1,1,1,Formiga cortadeira,Resíduo,Leve,Leve,FALSE,,,,1,1,,10,1,1,,,,,FALSE,,,,1,1,1,14,4,1,,,,,FALSE,,,,229708,7486309,"-22,70888399","-47,63120657"
1351,2/25/2014,Flávio Henrique Mendes,Gráfica/Xerox/Cantina,,,Tuia,Thuja occidentalis,29418,,1505,8,"2,5",,,FALSE,TRUE,2,0,0,0,0,"0,7599999905","0,9900000095",,,,,,FALSE,,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Baixo,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Área aberta,NDA,SEM PAVIMENTO,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Ausente,Ausente,Ausente,Ausente,Ausente,Ausente,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Boa,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,3138,,3139,,FALSE,1,1,1,1,1,1,,,,,FALSE,1,,,1,1,1,,,,,FALSE,1,,,1,1,,1,1,1,,,,,FALSE,,,1,1,1,1,1,1,1,,,,,FALSE,,,1,229720,7486298,"-22,70898518","-47,63109174"
1352,2/25/2014,Flávio Henrique Mendes,Gráfica/Xerox/Cantina,,,Tuia,Thuja occidentalis,29417,,1504,10,0,,,FALSE,FALSE,"0,5",0,0,0,0,"0,5","0,6499999762",,,,,,FALSE,,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Baixo,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Área aberta,NDA,SEM PAVIMENTO,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Ausente,Ausente,Ausente,Ausente,Ausente,Ausente,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,3136,,3137,,FALSE,1,1,1,1,1,1,,,,,FALSE,1,,,1,1,1,,,,,FALSE,1,,,1,1,,1,1,1,,,,,FALSE,,,1,1,1,1,1,1,1,,,,,FALSE,,,1,229713,7486293,"-22,70902918","-47,63116069"
1355,2/26/2014,Flávio Henrique Mendes,Gráfica/Xerox/Cantina,,,Cola,Cola acuminata,4286,,1315,8,3,,,TRUE,FALSE,"7,5",0,0,0,0,"1,350000024","1,75",,,,,,FALSE,,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Baixo,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Área aberta,NDA,SEM PAVIMENTO,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Ausente,Ausente,Ausente,Ausente,Ausente,Ausente,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Boa,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,FALSE,3146,,3147,,FALSE,1,1,1,1,1,1,,,,,FALSE,1,,,1,1,1,,,,,FALSE,1,,,1,1,,1,1,1,,,,,FALSE,,,1,1,1,1,1,1,1,,,,,FALSE,,,1,229685,7486283,"-22,70911494","-47,63143477"
1356,2/26/2014,Flávio Henrique Mendes,Gráfica/Xerox/Cantina,,,Jerivá,Syagrus romanzoffiana,29411,,1318,14,0,,,FALSE,FALSE,4,0,0,0,0,"0,6600000262","0,9100000262",,,,,,FALSE,,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Baixo,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Área aberta,NDA,SEM PAVIMENTO,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Ausente,Ausente,Ausente,Ausente,Ausente,Ausente,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,3152,,3153,,FALSE,1,1,1,1,1,1,,,,,FALSE,1,,,1,1,1,,,,,FALSE,1,,,1,1,,1,1,1,,,,,FALSE,,,1,1,1,1,1,1,1,,,,,FALSE,,,1,229681,7486280,"-22,70914137","-47,6314742"
1357,2/26/2014,Flávio Henrique Mendes,Gráfica/Xerox/Cantina,,,Canafistula,Peltophorum dubium,4284,,1320,14,4,,,TRUE,FALSE,8,0,0,0,0,2,"2,549999952",,,,,,FALSE,,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Baixo,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Área aberta,NDA,SEM PAVIMENTO,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Ausente,Ausente,Ausente,Ausente,Ausente,Ausente,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,FALSE,3154,,3155,,FALSE,1,1,1,1,1,1,,,,,FALSE,1,,,7,1,1,,,,,FALSE,,,,1,1,,1,1,1,,,,,FALSE,,,1,1,1,1,14,1,1,,,,,FALSE,,,,229676,7486276,"-22,70917667","-47,63152352"
1358,2/26/2014,Flávio Henrique Mendes,Gráfica/Xerox/Cantina,,,Jerivá,Syagrus romanzoffiana,29407,,1325,14,0,,,FALSE,FALSE,3,0,0,0,0,"0,8199999928","0,9399999976",,,,,,FALSE,,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Médio,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Área aberta,NDA,SEM PAVIMENTO,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Ausente,Ausente,Ausente,Ausente,Ausente,Ausente,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26,,,FALSE,3158,,3159,,FALSE,1,1,1,1,1,1,,,,,FALSE,1,,,1,1,1,,,,,FALSE,1,,,1,1,,12,1,1,,,,,FALSE,,,,1,1,1,1,1,1,,,,,FALSE,,,1,229671,7486275,"-22,70918489","-47,63157233"
1359,2/26/2014,Flávio Henrique Mendes,Gráfica/Xerox/Cantina,,,Jerivá,Syagrus romanzoffiana,29405,,1327,"8,5",0,,,FALSE,FALSE,3,0,0,0,0,"1,590000033","1,659999967",,,,,,FALSE,,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Baixo,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Área aberta,NDA,SEM PAVIMENTO,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Ausente,Ausente,Ausente,Ausente,Ausente,Ausente,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,,,,,FALSE,1,1,1,1,1,1,,,,,FALSE,1,,,1,1,1,,,,,FALSE,1,,,1,1,,1,1,1,,,,,FALSE,,,1,1,1,1,1,1,1,,,,,FALSE,,,1,229663,7486281,"-22,70912946","-47,63164911"
1360,2/26/2014,Flávio Henrique Mendes,Gráfica/Xerox/Cantina,,,Jerivá,Syagrus romanzoffiana,29404,,1321,8,0,,,FALSE,FALSE,1,0,0,0,0,"0,6700000167","0,6800000072",,,,,,FALSE,,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Médio,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Área aberta,NDA,SEM PAVIMENTO,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Ausente,Ausente,Ausente,Ausente,Ausente,Ausente,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26,,,FALSE,3164,,3165,,FALSE,1,1,1,1,1,1,,,,,FALSE,1,,,1,1,1,,,,,FALSE,1,,,1,1,,1,1,1,,,,,FALSE,,,1,1,1,1,1,1,1,,,,,FALSE,,,1,229662,7486285,"-22,70909321","-47,63165814"
1361,2/26/2014,Flávio Henrique Mendes,Gráfica/Xerox/Cantina,,,Jerivá,Syagrus romanzoffiana,29403,,1332,9,0,,,FALSE,FALSE,2,0,0,0,0,"0,5","0,5500000119",,,,,,FALSE,,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Baixo,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Canteiro central,Centrada,SEM PAVIMENTO,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Ausente,Ausente,Ausente,Ausente,Ausente,Ausente,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,3198,,3199,,FALSE,1,1,1,1,1,1,,,,,FALSE,1,,,1,1,1,,,,,FALSE,1,,,1,1,,1,1,1,,,,,FALSE,,,1,1,1,1,1,1,1,,,,,FALSE,,,1,229644,7486297,"-22,70898203","-47,63183115"
1362,2/26/2014,Flávio Henrique Mendes,Gráfica/Xerox/Cantina,,,Jerivá,Syagrus romanzoffiana,29401,,1323,"12,5",0,,,FALSE,FALSE,3,0,0,0,0,"0,6499999762","0,7400000095",,,,,,FALSE,,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Baixo,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Canteiro central,Centrada,SEM PAVIMENTO,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Ausente,Ausente,Ausente,Ausente,Ausente,Ausente,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,3202,,3203,,FALSE,1,1,1,1,1,1,,,,,FALSE,1,,,1,1,1,,,,,FALSE,1,,,1,1,,10,1,1,,,,,FALSE,,,,1,1,1,1,1,1,,,,,FALSE,,,1,229646,7486298,"-22,70897333","-47,63181153"
1363,2/26/2014,Flávio Henrique Mendes,Gráfica/Xerox/Cantina,,,Caja mirim,Spondias mombin,4282,,5347,9,"2,5",,,TRUE,FALSE,7,0,0,0,0,"1,360000014","1,5",4,,,,,FALSE,,3,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Caule e Copa,,Médio,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Canteiro central,Centrada,SEM PAVIMENTO,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Ausente,Ausente,Ausente,Ausente,Ausente,Ausente,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,26,,,FALSE,3206,,3207,,FALSE,1,1,1,1,1,1,,,,,FALSE,1,,,1,1,1,,,,,FALSE,1,,,1,1,,1,1,1,,,,,FALSE,,,1,1,1,1,14,15,11,,,,,FALSE,,,,229638,7486302,"-22,70893595","-47,63188865"
1364,2/26/2014,Flávio Henrique Mendes,Gráfica/Xerox/Cantina,,,Jerivá,Syagrus romanzoffiana,29397,,1333,9,0,,,FALSE,FALSE,4,0,0,0,0,"0,5","0,6399999857",,,,,,FALSE,,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Baixo,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Canteiro central,Centrada,SEM PAVIMENTO,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Ausente,Ausente,Ausente,Ausente,Ausente,Ausente,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,3210,,3211,,FALSE,1,1,1,1,1,1,,,,,FALSE,1,,,1,1,1,,,,,FALSE,1,,,1,1,,1,1,1,,,,,FALSE,,,1,1,1,1,1,1,1,,,,,FALSE,,,1,229643,7486309,"-22,70887358","-47,63183881"
1365,2/26/2014,Flávio Henrique Mendes,Gráfica/Xerox/Cantina,,,Macaúba,Acrocomia aculeata,29396,,1334,14,0,,,FALSE,FALSE,7,0,0,0,0,"0,7799999714","0,8299999833",,,,,,FALSE,,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Baixo,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Canteiro central,Centrada,SEM PAVIMENTO,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Ausente,Ausente,Ausente,Ausente,Ausente,Ausente,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,3214,,3215,,FALSE,1,1,1,1,1,1,,,,,FALSE,1,,,1,1,1,,,,,FALSE,1,,,1,1,,1,1,1,Formiga carpinteira,Dispersão no solo,Leve,Leve,FALSE,,,,1,1,1,1,1,1,,,,,FALSE,,,1,229650,7486314,"-22,70882958","-47,63176986"
1366,2/26/2014,Flávio Henrique Mendes,Gráfica/Xerox/Cantina,,,Jerivá,Syagrus romanzoffiana,29395,,1338,14,0,,,FALSE,FALSE,3,0,0,0,0,"0,6700000167","0,9599999785",,,,,,FALSE,,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Baixo,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Canteiro central,Centrada,SEM PAVIMENTO,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Ausente,Ausente,Ausente,Ausente,Ausente,Ausente,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,3218,,3219,,FALSE,1,1,1,1,1,1,,,,,FALSE,1,,,1,1,1,,,,,FALSE,1,,,1,1,,1,1,1,,,,,FALSE,,,1,1,1,1,1,1,1,,,,,FALSE,,,1,229659,7486320,"-22,70877688","-47,63168128"
1367,2/26/2014,Flávio Henrique Mendes,Gráfica/Xerox/Cantina,,,Jequitibá-rosa,Cariniana legalis,4279,,1339,14,"2,5",,,TRUE,FALSE,11,0,0,0,0,"1,700000048","1,75",,,,,,FALSE,,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Baixo,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Canteiro central,Centrada,SEM PAVIMENTO,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Ausente,Ausente,Ausente,Ausente,Ausente,Ausente,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,3220,,3221,,FALSE,1,1,1,1,1,1,,,,,FALSE,1,,,1,1,1,,,,,FALSE,1,,,1,1,,1,1,1,,,,,FALSE,,,1,1,1,1,1,1,1,,,,,FALSE,,,1,229662,7486322,"-22,70875931","-47,63165176"
1368,2/26/2014,Flávio Henrique Mendes,Gráfica/Xerox/Cantina,,,Jerivá,Syagrus romanzoffiana,29393,,1349,6,0,,,FALSE,FALSE,3,0,0,0,0,"1,039999962","1,100000024",,,,,,FALSE,,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Baixo,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Canteiro central,Centrada,SEM PAVIMENTO,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Ausente,Ausente,Ausente,Ausente,Ausente,Ausente,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,,,,,FALSE,1,1,1,1,1,1,,,,,FALSE,1,,,1,1,1,,,,,FALSE,1,,,1,1,,1,1,1,,,,,FALSE,,,1,1,1,1,1,1,1,,,,,FALSE,,,1,229670,7486327,"-22,70871547","-47,63157308"
1369,2/26/2014,Flávio Henrique Mendes,Gráfica/Xerox/Cantina,,,Jequitibá-rosa,Cariniana legalis,4276,,1341,14,3,,,TRUE,FALSE,16,0,0,0,0,"2,140000105","2,200000048",,,,,,FALSE,,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Baixo,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Canteiro central,Centrada,SEM PAVIMENTO,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Ausente,Ausente,Ausente,Ausente,Ausente,Ausente,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,3228,,3229,,FALSE,1,1,1,1,1,1,,,,,FALSE,1,,,1,1,1,,,,,FALSE,1,,,1,1,,1,1,1,,,,,FALSE,,,1,1,1,1,1,1,1,,,,,FALSE,,,1,229679,7486331,"-22,70868082","-47,63148485"
